subject,my_mac,data_type,data_value,local_time
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683058918
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683058918
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683058914
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683058974
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683059040
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683059218
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683059218
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683059518
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683059518
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683059708
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683059818
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683059818
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683059795
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683059858
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683059935
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060008
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683060118
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683060118
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060068
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060129
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060189
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060269
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060330
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683060418
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.82,1683060418
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060390
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060451
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060515
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060575
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060635
MATT,6C:B2:FD:CE:2D:F0,deg_c,21.25,1683060718
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683060718
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060696
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060756
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060816
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060876
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060936
MATT,6C:B2:FD:CE:2D:F0,deg_c,19.75,1683061018
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683061018
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683060997
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061057
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061118
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061178
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061239
MATT,6C:B2:FD:CE:2D:F0,deg_c,18.00,1683061318
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683061318
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061299
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061359
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061419
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061480
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061540
MATT,6C:B2:FD:CE:2D:F0,deg_c,17.00,1683061618
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683061618
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061600
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061660
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061722
MATT,6C:B2:FD:CE:2D:F0,deg_c,15.75,1683061918
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683061918
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061875
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061935
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683061995
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062062
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062123
MATT,6C:B2:FD:CE:2D:F0,deg_c,18.75,1683062218
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683062218
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062184
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062244
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062305
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062366
MATT,6C:B2:FD:CE:2D:F0,deg_c,19.25,1683062518
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683062518
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062542
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062604
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062669
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062739
MATT,6C:B2:FD:CE:2D:F0,deg_c,19.75,1683062818
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683062818
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062800
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062868
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683062931
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063002
MATT,6C:B2:FD:CE:2D:F0,deg_c,21.75,1683063118
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683063118
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063063
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063124
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063187
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063248
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063315
MATT,6C:B2:FD:CE:2D:F0,deg_c,22.00,1683063418
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683063418
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063383
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063466
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063529
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063591
MATT,6C:B2:FD:CE:2D:F0,deg_c,22.00,1683063718
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.82,1683063718
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063666
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063728
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063788
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063848
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063933
MATT,6C:B2:FD:CE:2D:F0,deg_c,21.00,1683064018
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683064018
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683063993
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064054
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064114
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064241
MATT,6C:B2:FD:CE:2D:F0,deg_c,20.00,1683064318
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683064318
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064304
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064366
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064431
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064494
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683064554
MATT,6C:B2:FD:CE:2D:F0,deg_c,22.25,1683064618
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683064618
MATT,6C:B2:FD:CE:2D:F0,deg_c,24.00,1683064918
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683064918
MATT,6C:B2:FD:CE:2D:F0,deg_c,25.75,1683065218
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683065218
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683065420
MATT,6C:B2:FD:CE:2D:F0,deg_c,26.25,1683065518
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683065518
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683065480
MATT,6C:B2:FD:CE:2D:F0,deg_c,26.75,1683065818
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683065818
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683065815
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683065885
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683065950
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066010
MATT,6C:B2:FD:CE:2D:F0,deg_c,25.25,1683066118
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.84,1683066118
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066071
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066132
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066192
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066254
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066316
MATT,6C:B2:FD:CE:2D:F0,deg_c,25.75,1683066418
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683066418
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066399
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066460
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683066585
MATT,6C:B2:FD:CE:2D:F0,deg_c,27.50,1683066718
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683066718
MATT,6C:B2:FD:CE:2D:F0,deg_c,28.00,1683067018
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683067018
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067024
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067184
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067245
MATT,6C:B2:FD:CE:2D:F0,deg_c,27.00,1683067318
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683067318
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067305
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067365
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067425
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067487
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067548
MATT,6C:B2:FD:CE:2D:F0,deg_c,25.25,1683067618
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683067618
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067609
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067669
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067730
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067824
MATT,6C:B2:FD:CE:2D:F0,deg_c,25.75,1683067918
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683067918
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683067887
MATT,6C:B2:FD:CE:2D:F0,deg_c,28.00,1683068218
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683068218
MATT,6C:B2:FD:CE:2D:F0,deg_c,28.00,1683068518
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683068518
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683068528
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683068596
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683068728
MATT,6C:B2:FD:CE:2D:F0,deg_c,28.75,1683068818
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683068818
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683068791
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683068885
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683069013
MATT,6C:B2:FD:CE:2D:F0,deg_c,30.00,1683069118
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683069118
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683069141
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683069228
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683069289
MATT,6C:B2:FD:CE:2D:F0,deg_c,26.00,1683069418
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683069418
MATT,6C:B2:FD:CE:2D:F0,xl,0.00,1683069448
MATT,6C:B2:FD:CE:2D:F0,deg_c,23.75,1683069718
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683069718
MATT,6C:B2:FD:CE:2D:F0,deg_c,22.00,1683070018
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683070018
MATT,6C:B2:FD:CE:2D:F0,deg_c,20.25,1683070318
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683070318
MATT,6C:B2:FD:CE:2D:F0,deg_c,19.25,1683070618
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.83,1683070618
MATT,6C:B2:FD:CE:2D:F0,deg_c,18.75,1683070918
MATT,6C:B2:FD:CE:2D:F0,vbatt,3.81,1683070918
MATT,6C:B2:FD:CE:2D:F0,conn,0.00,1683070918
